"State","County","Collection Date","Date Detected","HPAI Strain","Bird Species","WOAH Classification","Sampling Method","Submitting Agency"
"Massachusetts","Middlesex","03/07/2022","03/28/2022","EA H5N1","American crow","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"Massachusetts","Middlesex","03/21/2022","03/28/2022","EA H5N1","American crow","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"Massachusetts","Middlesex","03/21/2022","03/28/2022","EA H5N1","Sanderling","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"Massachusetts","Middlesex","03/21/2022","03/28/2022","EA H5N1","American crow","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"Florida","Dixie","03/23/2022","03/27/2022","EA/AM H5N1","Lesser scaup","Wild bird","Morbidity/Mortality","FL FWCC"
"Florida","Dixie","03/23/2022","03/27/2022","EA/AM H5N1","Lesser scaup","Wild bird","Morbidity/Mortality","FL FWCC"
"New York","Suffolk","03/24/2022","03/25/2022","EA H5N1","Pheasant (unidentified)","Wild bird","Morbidity/Mortality","NY State Dept of Ag and Markets"
"New York","Suffolk","03/24/2022","03/25/2022","EA H5N1","Pheasant (unidentified)","Wild bird","Morbidity/Mortality","NY State Dept of Ag and Markets"
"New York","Suffolk","03/24/2022","03/25/2022","EA H5N1","Pheasant (unidentified)","Wild bird","Morbidity/Mortality","NY State Dept of Ag and Markets"
"North Dakota","Burleigh","03/21/2022","03/24/2022","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","ND Game and Fish"
"Colorado","Sedgwick","03/18/2022","03/24/2022","EA H5N1","Ross's goose","Wild bird","Morbidity/Mortality","CO Parks & Wildlife"
"Colorado","Sedgwick","03/18/2022","03/24/2022","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","CO Parks & Wildlife"
"Colorado","Sedgwick","03/18/2022","03/24/2022","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","CO Parks & Wildlife"
"Colorado","Sedgwick","03/18/2022","03/24/2022","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","CO Parks & Wildlife"
"Colorado","Sedgwick","03/18/2022","03/24/2022","EA H5N1","Ross's goose","Wild bird","Morbidity/Mortality","CO Parks & Wildlife"
"Colorado","Sedgwick","03/18/2022","03/24/2022","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","CO Parks & Wildlife"
"Iowa","Dickinson","03/22/2022","03/24/2022","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","IA DNR"
"Iowa","Dickinson","03/22/2022","03/24/2022","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","IA DNR"
"Iowa","Dickinson","03/22/2022","03/24/2022","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","IA DNR"
"Iowa","Dickinson","03/22/2022","03/24/2022","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","IA DNR"
"New York","Cayuga","03/22/2022","03/24/2022","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","NY DEC"
"New York","Cayuga","03/22/2022","03/24/2022","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","NY DEC"
"New York","Cayuga","03/22/2022","03/24/2022","EA H5","Snow goose","Wild bird","Morbidity/Mortality","NY DEC"
"New York","Cayuga","03/22/2022","03/24/2022","EA H5N1","Snow goose","Wild bird","Morbidity/Mortality","NY DEC"
"New York","Cayuga","03/22/2022","03/24/2022","EA/AM H5N1","Duck (unidentified)","Wild bird","Morbidity/Mortality","NY DEC"
"Pennsylvania","Chester","03/19/2022","03/24/2022","EA H5N1","Bald eagle","Wild bird","Morbidity/Mortality","PA Game Commission"
"South Dakota","Stanley","03/14/2022","03/24/2022","EA/AM H5N1","Canada goose","Wild bird","Morbidity/Mortality","SD GFP/USGS"
"South Dakota","Stanley","03/14/2022","03/24/2022","EA/AM H5N1","Canada goose","Wild bird","Morbidity/Mortality","SD GFP/USGS"
"South Dakota","Stanley","03/14/2022","03/24/2022","EA H5N1","Canada goose","Wild bird","Morbidity/Mortality","SD GFP/USGS"
"Michigan","Macomb","03/17/2022","03/24/2022","EA H5N1","Snowy owl","Wild bird","Morbidity/Mortality","MI DNR"
"Michigan","Macomb","03/17/2022","03/24/2022","EA H5N1","Snowy owl","Wild bird","Morbidity/Mortality","MI DNR"
"Michigan","St. Clair","03/17/2022","03/24/2022","EA H5N1","Canada goose","Wild bird","Morbidity/Mortality","MI DNR"
"Michigan","St. Clair","03/17/2022","03/24/2022","EA H5N1","Canada goose","Wild bird","Morbidity/Mortality","MI DNR"
"Michigan","St. Clair","03/17/2022","03/24/2022","EA H5N1","Canada goose","Wild bird","Morbidity/Mortality","MI DNR"
"Michigan","St. Clair","03/17/2022","03/24/2022","EA H5N1","Canada goose","Wild bird","Morbidity/Mortality","MI DNR"
"Michigan","St. Clair","03/17/2022","03/24/2022","EA H5N1","Canada goose","Wild bird","Morbidity/Mortality","MI DNR"
"Michigan","St. Clair","03/17/2022","03/24/2022","EA H5N1","Canada goose","Wild bird","Morbidity/Mortality","MI DNR"
"Michigan","St. Clair","03/17/2022","03/24/2022","EA H5N1","Tundra swan","Wild bird","Morbidity/Mortality","MI DNR"
"Michigan","St. Clair","03/17/2022","03/24/2022","EA H5N1","Tundra swan","Wild bird","Morbidity/Mortality","MI DNR"
"Ohio","Guernsey","03/04/2022","03/24/2022","EA/AM H5N1","Bald eagle","Wild bird","Morbidity/Mortality","OH DNR/USGS"
"Maine","York","03/11/2022","03/24/2022","EA H5N1","Canada goose","Wild bird","Morbidity/Mortality","ME DIFW/USGS"
"New York","Onondaga","03/21/2022","03/24/2022","EA/AM H5N1","Merganser (unidentified)","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"Michigan","Monroe","03/17/2022","03/24/2022","EA H5N1","Barred owl","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"Iowa","Harrison","03/15/2022","03/22/2022","EA H5N1","Snow goose","Wild bird","Hunter harvest","NWDP"
"Iowa","Harrison","03/15/2022","03/22/2022","EA H5N1","Ross's goose","Wild bird","Hunter harvest","NWDP"
"Iowa","Harrison","03/15/2022","03/22/2022","EA H5N1","Ross's goose","Wild bird","Hunter harvest","NWDP"
"Illinois","Champaign","03/16/2022","03/22/2022","EA/AM H5N1","Canada goose","Wild bird","Morbidity/Mortality","NWDP"
"Illinois","Sangamon","03/14/2022","03/22/2022","EA H5N1","Canada goose","Wild bird","Morbidity/Mortality","NWDP"
"Iowa","Cerro Gordo","03/16/2022","03/22/2022","EA H5","Red-tailed hawk","Wild bird","Morbidity/Mortality","IA DNR"
"South Dakota","Beadle","03/16/2022","03/22/2022","EA/AM H5N1","Canada goose","Wild bird","Morbidity/Mortality","SD GFP"
"South Dakota","Beadle","03/16/2022","03/22/2022","EA/AM H5N1","Canada goose","Wild bird","Morbidity/Mortality","SD GFP"
"South Dakota","Beadle","03/16/2022","03/22/2022","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","SD GFP"
"South Dakota","Beadle","03/16/2022","03/22/2022","EA H5N1","Snow goose","Wild bird","Morbidity/Mortality","SD GFP"
"South Dakota","Beadle","03/16/2022","03/22/2022","EA H5N1","Snow goose","Wild bird","Morbidity/Mortality","SD GFP"
"South Dakota","Beadle","03/16/2022","03/22/2022","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","SD GFP"
"South Dakota","Beadle","03/16/2022","03/22/2022","EA/AM H5N1","Ross's goose","Wild bird","Morbidity/Mortality","SD GFP"
"South Dakota","Beadle","03/16/2022","03/22/2022","EA/AM H5N1","Ross's goose","Wild bird","Morbidity/Mortality","SD GFP"
"South Dakota","Beadle","03/16/2022","03/22/2022","EA/AM H5N1","Ross's goose","Wild bird","Morbidity/Mortality","SD GFP"
"South Dakota","Beadle","03/16/2022","03/22/2022","EA H5N1","Ross's goose","Wild bird","Morbidity/Mortality","SD GFP"
"Nebraska","Otoe","03/15/2022","03/22/2022","EA/AM H5N1","Bald eagle","Wild bird","Morbidity/Mortality","NE Dept of Ag"
"Nebraska","Brown","03/13/2022","03/22/2022","EA H5N1","Swan (unidentified)","Wild bird","Morbidity/Mortality","NE Dept of Ag"
"Florida","Volusia","03/15/2022","03/22/2022","EA H5N1","Royal tern","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"Iowa","Woodbury","03/16/2022","03/22/2022","EA H5N1","Snow goose","Wild bird","Hunter harvest","NWDP"
"Iowa","Woodbury","03/16/2022","03/22/2022","EA H5","Snow goose","Wild bird","Hunter harvest","NWDP"
"Tennessee","Dyer","02/12/2022","03/21/2022","EA H5N1","Green-winged teal","Wild bird","Hunter harvest","NWDP"
"Tennessee","Dyer","02/12/2022","03/21/2022","EA H5N1","Mallard","Wild bird","Hunter harvest","NWDP"
"Ohio","Ottawa","03/01/2022","03/21/2022","EA/AM H5N1","Canada goose","Wild bird","Morbidity/Mortality","OH DNR/USGS"
"Florida","Brevard","03/10/2022","03/18/2022","EA/AM H5N1","Black vulture","Wild bird","Morbidity/Mortality","Private (non-government) submission"
"Florida","Brevard","03/10/2022","03/18/2022","EA H5","Black vulture","Wild bird","Morbidity/Mortality","Private (non-government) submission"
"Florida","Brevard","03/09/2022","03/18/2022","EA/AM H5N1","Black vulture","Wild bird","Morbidity/Mortality","Private (non-government) submission"
"Iowa","Plymouth","03/08/2022","03/18/2022","EA H5","Snow goose","Wild bird","Hunter harvest","NWDP"
"Iowa","Plymouth","03/08/2022","03/18/2022","EA H5","Snow goose","Wild bird","Hunter harvest","NWDP"
"Iowa","Plymouth","03/08/2022","03/18/2022","EA H5N1","Ross's goose","Wild bird","Hunter harvest","NWDP"
"Iowa","Plymouth","03/08/2022","03/18/2022","EA H5N1","Ross's goose","Wild bird","Hunter harvest","NWDP"
"Missouri","Buchanan","03/02/2022","03/18/2022","EA H5N1","Hooded merganser","Wild bird","Agency harvest","NWDP"
"Iowa","Monona","03/08/2022","03/18/2022","EA H5N1","Snow goose","Wild bird","Hunter harvest","NWDP"
"South Dakota","Charles Mix","03/09/2022","03/18/2022","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","USFWS/USGS"
"South Dakota","Charles Mix","03/09/2022","03/18/2022","EA H5N1","Snow goose","Wild bird","Morbidity/Mortality","USFWS/USGS"
"South Dakota","Charles Mix","03/09/2022","03/18/2022","EA/AM H5N1","Canada goose","Wild bird","Morbidity/Mortality","USFWS/USGS"
"Florida","Volusia","03/14/2022","03/18/2022","EA/AM H5N1","Black vulture","Wild bird","Morbidity/Mortality","FL FWCC"
"Florida","Volusia","03/14/2022","03/18/2022","EA/AM H5N1","Black vulture","Wild bird","Morbidity/Mortality","FL FWCC"
"Florida","Volusia","03/14/2022","03/18/2022","EA/AM H5N1","Black vulture","Wild bird","Morbidity/Mortality","FL FWCC"
"Florida","Volusia","03/14/2022","03/18/2022","EA/AM H5N1","Black vulture","Wild bird","Morbidity/Mortality","FL FWCC"
"Florida","Volusia","03/14/2022","03/18/2022","EA/AM H5N1","Black vulture","Wild bird","Morbidity/Mortality","FL FWCC"
"Florida","Brevard","03/12/2022","03/18/2022","EA/AM H5N1","Black vulture","Wild bird","Morbidity/Mortality","Private (non-government) submission"
"Florida","Brevard","03/11/2022","03/18/2022","EA/AM H5N1","Black vulture","Wild bird","Morbidity/Mortality","Private (non-government) submission"
"Florida","Brevard","02/28/2022","03/18/2022","EA/AM H5N1","Bald eagle","Wild bird","Morbidity/Mortality","FL FWCC/SCWDS"
"Florida","Brevard","02/28/2022","03/18/2022","EA/AM H5N1","Bald eagle","Wild bird","Morbidity/Mortality","FL FWCC/SCWDS"
"Florida","Charlotte","03/01/2022","03/18/2022","EA/AM H5N1","Hooded merganser","Wild bird","Morbidity/Mortality","FL FWCC/SCWDS"
"Florida","Brevard","02/27/2022","03/18/2022","EA/AM H5N1","Great blue heron","Wild bird","Morbidity/Mortality","FL FWCC/SCWDS"
"Florida","Brevard","02/25/2022","03/18/2022","EA/AM H5N1","Black vulture","Wild bird","Morbidity/Mortality","FL FWCC/SCWDS"
"Florida","Brevard","03/01/2022","03/18/2022","EA H5N1","Gull (unidentified)","Wild bird","Morbidity/Mortality","FL FWCC/SCWDS"
"Florida","Brevard","02/24/2022","03/18/2022","EA/AM H5N1","Great horned owl","Wild bird","Morbidity/Mortality","FL FWCC/SCWDS"
"Florida","Brevard","02/25/2022","03/18/2022","EA/AM H5N1","Great horned owl","Wild bird","Morbidity/Mortality","FL FWCC/SCWDS"
"Florida","Brevard","02/23/2022","03/18/2022","EA/AM H5N1","Bald eagle","Wild bird","Morbidity/Mortality","FL FWCC/SCWDS"
"Florida","Brevard","03/07/2022","03/18/2022","EA/AM H5N1","Black vulture","Wild bird","Morbidity/Mortality","FL FWCC/SCWDS"
"Florida","Brevard","03/07/2022","03/18/2022","EA/AM H5N1","Black vulture","Wild bird","Morbidity/Mortality","FL FWCC/SCWDS"
"Florida","Polk","03/07/2022","03/18/2022","EA H5N1","Ring-billed gull","Wild bird","Morbidity/Mortality","FL FWCC/SCWDS"
"South Carolina","Charleston","03/08/2022","03/18/2022","EA H5N1","Bald eagle","Wild bird","Morbidity/Mortality","SCWDS"
"South Carolina","Charleston","03/08/2022","03/18/2022","EA H5N1","Bald eagle","Wild bird","Morbidity/Mortality","SCWDS"
"North Carolina","Brunswick","02/20/2022","03/18/2022","EA H5N1","Brown pelican","Wild bird","Morbidity/Mortality","NC WRC/SCWDS"
"North Carolina","Pamlico","03/04/2022","03/18/2022","EA H5","Ruddy duck","Wild bird","Morbidity/Mortality","NC WRC/SCWDS"
"North Carolina","Beaufort","03/08/2022","03/18/2022","EA/AM H5N1","Bald eagle","Wild bird","Morbidity/Mortality","NC WRC/SCWDS"
"North Carolina","Davidson","03/08/2022","03/18/2022","EA/AM H5N1","Bald eagle","Wild bird","Morbidity/Mortality","USFWS/SCWDS"
"Kansas","Norton","03/06/2022","03/18/2022","EA H5N1","Snow goose","Wild bird","Morbidity/Mortality","KS DWP/SCWDS"
"Kansas","Norton","03/06/2022","03/18/2022","EA H5N1","Snow goose","Wild bird","Morbidity/Mortality","KS DWP/SCWDS"
"Kansas","Mitchell","03/04/2022","03/18/2022","EA H5N1","Snow goose","Wild bird","Morbidity/Mortality","KS DWP/SCWDS"
"Kansas","Mitchell","03/04/2022","03/18/2022","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","KS DWP/SCWDS"
"Kansas","Mitchell","03/06/2022","03/18/2022","EA/AM H5N1","Bald eagle","Wild bird","Morbidity/Mortality","KS DWP/SCWDS"
"Florida","Leon","03/11/2022","03/18/2022","EA H5","Lesser scaup","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"Massachusetts","Barnstable","03/01/2022","03/16/2022","EA H5N1","Sanderling","Wild bird","Morbidity/Mortality","MA DFW/USGS"
"Massachusetts","Barnstable","03/02/2022","03/16/2022","EA H5N1","Sanderling","Wild bird","Morbidity/Mortality","MA DFW/USGS"
"Massachusetts","Barnstable","03/02/2022","03/16/2022","EA H5N1","Sanderling","Wild bird","Morbidity/Mortality","MA DFW/USGS"
"Massachusetts","Barnstable","03/02/2022","03/16/2022","EA H5N1","Sanderling","Wild bird","Morbidity/Mortality","MA DFW/USGS"
"Massachusetts","Barnstable","03/04/2022","03/16/2022","EA H5N1","Sanderling","Wild bird","Morbidity/Mortality","MA DFW/USGS"
"Massachusetts","Barnstable","03/02/2022","03/16/2022","EA H5","Sanderling","Wild bird","Morbidity/Mortality","MA DFW/USGS"
"Massachusetts","Barnstable","03/06/2022","03/16/2022","EA H5N1","Sanderling","Wild bird","Morbidity/Mortality","MA DFW/USGS"
"Massachusetts","Barnstable","03/02/2022","03/16/2022","EA H5N1","Sanderling","Wild bird","Morbidity/Mortality","MA DFW/USGS"
"Massachusetts","Barnstable","03/06/2022","03/16/2022","EA H5N1","Red-tailed hawk","Wild bird","Morbidity/Mortality","MA DFW/USGS"
"Massachusetts","Barnstable","03/05/2022","03/16/2022","EA H5","Turkey vulture","Wild bird","Morbidity/Mortality","MA DFW/USGS"
"Missouri","Holt","03/04/2022","03/16/2022","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","MO Dept of Conservation/USGS"
"Missouri","Holt","03/04/2022","03/16/2022","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","MO Dept of Conservation/USGS"
"Missouri","Holt","03/04/2022","03/16/2022","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","MO Dept of Conservation/USGS"
"Missouri","Chariton","03/08/2022","03/16/2022","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","MO Dept of Conservation/USGS"
"Missouri","Chariton","03/08/2022","03/16/2022","EA H5","Snow goose","Wild bird","Morbidity/Mortality","MO Dept of Conservation/USGS"
"Missouri","Chariton","03/08/2022","03/16/2022","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","MO Dept of Conservation/USGS"
"Missouri","Chariton","03/08/2022","03/16/2022","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","MO Dept of Conservation/USGS"
"Illinois","Fulton","03/06/2022","03/16/2022","EA H5N1","Ross's goose","Wild bird","Morbidity/Mortality","NWDP/USFWS/USGS"
"Iowa","Page","03/14/2022","03/16/2022","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","IA DNR/NWDP"
"Iowa","Page","03/14/2022","03/16/2022","EA H5","Ross's goose","Wild bird","Morbidity/Mortality","IA DNR/NWDP"
"Iowa","Page","03/14/2022","03/16/2022","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","IA DNR/NWDP"
"Iowa","Page","03/14/2022","03/16/2022","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","IA DNR/NWDP"
"Iowa","Page","03/14/2022","03/16/2022","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","IA DNR/NWDP"
"Iowa","Page","03/14/2022","03/16/2022","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","IA DNR/NWDP"
"Iowa","Page","03/14/2022","03/16/2022","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","IA DNR/NWDP"
"Iowa","Page","03/14/2022","03/16/2022","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","IA DNR/NWDP"
"Iowa","Page","03/14/2022","03/16/2022","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","IA DNR/NWDP"
"Florida","Duval","03/04/2022","03/15/2022","EA H5N1","Brown pelican","Wild bird","Morbidity/Mortality","NWDP"
"New Hampshire","Rockingham","02/24/2022","03/15/2022","EA H5N1","Snowy owl","Wild bird","Morbidity/Mortality","NWDP"
"Michigan","Monroe","03/03/2022","03/15/2022","EA H5","Mute swan","Wild bird","Agency harvest","NWDP"
"Iowa","Adair","03/07/2022","03/15/2022","EA H5","Snow goose","Wild bird","Hunter harvest","NWDP"
"Illinois","Champaign","03/02/2022","03/15/2022","EA H5N1","Mallard","Wild bird","Agency harvest","NWDP"
"Iowa","Monona","03/08/2022","03/15/2022","EA H5N1","Ross's goose","Wild bird","Hunter harvest","NWDP"
"Massachusetts","Middlesex","03/08/2022","03/15/2022","EA H5N1","Canada goose","Wild bird","Morbidity/Mortality","NWDP"
"Nebraska","Cedar","03/07/2022","03/14/2022","EA H5N1","Snow goose","Wild bird","Morbidity/Mortality","NE Dept of Ag"
"Ohio","Sandusky","03/02/2022","03/14/2022","EA/AM H5N1","Bald eagle","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"Missouri","Randolph","03/08/2022","03/14/2022","EA/AM H5N1","Bald eagle","Wild bird","Morbidity/Mortality","MO Dept of Conservation"
"Missouri","Pettis","03/07/2022","03/14/2022","EA/AM H5N1","Ross's goose","Wild bird","Morbidity/Mortality","MO Dept of Conservation"
"Florida","Brevard","03/07/2022","03/11/2022","EA/AM H5N1","Black vulture","Wild bird","Morbidity/Mortality","Private (non-government) submission"
"Florida","Brevard","03/05/2022","03/11/2022","EA/AM H5N1","Black vulture","Wild bird","Morbidity/Mortality","Private (non-government) submission"
"Florida","Brevard","03/07/2022","03/11/2022","EA/AM H5N1","Black vulture","Wild bird","Morbidity/Mortality","Private (non-government) submission"
"Florida","Orange","03/04/2022","03/11/2022","EA/AM H5N1","Bald eagle","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"Florida","Orange","03/07/2022","03/11/2022","EA/AM H5N1","Black vulture","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"Michigan","Kalamazoo","03/09/2022","03/11/2022","EA H5N1","Black swan","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"Michigan","Kalamazoo","03/09/2022","03/11/2022","EA H5N1","Black swan","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"Iowa","Polk","03/07/2022","03/10/2022","EA H5N1","Mallard","Wild bird","Morbidity/Mortality","IA DNR"
"Ohio","Erie","02/25/2022","03/10/2022","EA/AM H5N1","Herring gull","Wild bird","Morbidity/Mortality","OH DNR/USGS"
"Nebraska","Douglas","03/07/2022","03/10/2022","EA H5N1","Canada goose","Wild bird","Morbidity/Mortality","NE Dept of Ag"
"Missouri","St. Louis","02/28/2022","03/10/2022","EA H5N1","Hooded merganser","Wild bird","Morbidity/Mortality","MO Dept of Conservation/USGS"
"Iowa","Polk","03/07/2022","03/10/2022","EA H5N1","Mallard","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"Missouri","Clay","02/28/2022","03/09/2022","EA H5N1","American white pelican","Wild bird","Morbidity/Mortality","MO Dept of Conservation/USGS"
"Illinois","Will","03/02/2022","03/09/2022","EA H5N1","Canada goose","Wild bird","Morbidity/Mortality","IL DNR/NWDP/USGS"
"Illinois","Will","03/02/2022","03/09/2022","EA H5","Canada goose","Wild bird","Morbidity/Mortality","IL DNR/NWDP/USGS"
"Illinois","Will","03/02/2022","03/09/2022","EA H5","Canada goose","Wild bird","Morbidity/Mortality","IL DNR/NWDP/USGS"
"Florida","Brevard","03/02/2022","03/09/2022","EA/AM H5N1","Black vulture","Wild bird","Morbidity/Mortality","Private (non-government) submission"
"Florida","Duval","03/03/2022","03/09/2022","EA H5N1","Brown pelican","Wild bird","Morbidity/Mortality","FL FWCC"
"Connecticut","New London","02/06/2022","03/09/2022","EA H5N1","American black duck","Wild bird","Live bird","NWDP"
"Connecticut","New London","02/06/2022","03/09/2022","EA H5N1","American black duck","Wild bird","Live bird","NWDP"
"Massachusetts","Middlesex","02/28/2022","03/09/2022","EA H5N1","Bald eagle","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"Massachusetts","Middlesex","02/28/2022","03/09/2022","EA H5N1","American crow","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"Massachusetts","Middlesex","02/28/2022","03/09/2022","EA H5","Brant","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"Massachusetts","Middlesex","02/28/2022","03/09/2022","EA H5N1","Mute swan","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"Massachusetts","Middlesex","02/28/2022","03/09/2022","EA H5N1","Great horned owl","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"Florida","Orange","02/28/2022","03/09/2022","EA/AM H5N1","Great horned owl","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"Connecticut","New London","02/06/2022","03/09/2022","EA H5","American black duck","Wild bird","Live bird","NWDP"
"Connecticut","New London","02/06/2022","03/09/2022","EA H5","American black duck","Wild bird","Live bird","NWDP"
"Connecticut","New London","02/06/2022","03/09/2022","EA H5","American black duck","Wild bird","Live bird","NWDP"
"Missouri","Buchanan","02/23/2022","03/08/2022","EA H5","Snow goose","Wild bird","Agency harvest","NWDP"
"Missouri","Chariton","02/22/2022","03/08/2022","EA H5","Snow goose","Wild bird","Hunter harvest","NWDP"
"Missouri","Chariton","02/22/2022","03/08/2022","EA H5","Snow goose","Wild bird","Hunter harvest","NWDP"
"Missouri","Chariton","02/22/2022","03/08/2022","EA H5N1","Snow goose","Wild bird","Hunter harvest","NWDP"
"Missouri","Chariton","02/22/2022","03/08/2022","EA H5","Snow goose","Wild bird","Hunter harvest","NWDP"
"Missouri","Chariton","02/22/2022","03/08/2022","EA H5","Snow goose","Wild bird","Hunter harvest","NWDP"
"Missouri","Chariton","02/22/2022","03/08/2022","EA H5","Ross's goose","Wild bird","Hunter harvest","NWDP"
"Missouri","Chariton","02/22/2022","03/08/2022","EA H5","Snow goose","Wild bird","Hunter harvest","NWDP"
"Missouri","Chariton","02/22/2022","03/08/2022","EA H5","Snow goose","Wild bird","Hunter harvest","NWDP"
"Missouri","Chariton","02/22/2022","03/08/2022","EA H5N1","Snow goose","Wild bird","Hunter harvest","NWDP"
"Missouri","Chariton","02/22/2022","03/08/2022","EA H5","Snow goose","Wild bird","Hunter harvest","NWDP"
"Missouri","Chariton","02/22/2022","03/08/2022","EA H5N1","Snow goose","Wild bird","Hunter harvest","NWDP"
"Missouri","Chariton","02/22/2022","03/08/2022","EA H5N1","Snow goose","Wild bird","Hunter harvest","NWDP"
"Missouri","Chariton","02/22/2022","03/08/2022","EA H5N1","Ross's goose","Wild bird","Hunter harvest","NWDP"
"Missouri","Chariton","02/22/2022","03/08/2022","EA H5N1","Snow goose","Wild bird","Hunter harvest","NWDP"
"Missouri","Chariton","02/22/2022","03/08/2022","EA H5N1","Ross's goose","Wild bird","Hunter harvest","NWDP"
"Missouri","Chariton","02/22/2022","03/08/2022","EA H5","Snow goose","Wild bird","Hunter harvest","NWDP"
"Missouri","Chariton","02/22/2022","03/08/2022","EA H5N1","Snow goose","Wild bird","Hunter harvest","NWDP"
"Missouri","Chariton","02/22/2022","03/08/2022","EA H5","Snow goose","Wild bird","Hunter harvest","NWDP"
"Missouri","Chariton","02/22/2022","03/08/2022","EA H5","Snow goose","Wild bird","Hunter harvest","NWDP"
"Missouri","Chariton","02/22/2022","03/08/2022","EA H5N1","Snow goose","Wild bird","Hunter harvest","NWDP"
"Missouri","Chariton","02/22/2022","03/08/2022","EA H5","Snow goose","Wild bird","Hunter harvest","NWDP"
"Kansas","Barton","02/28/2022","03/08/2022","EA H5","Snow goose","Wild bird","Hunter harvest","NWDP"
"Kansas","Barton","02/28/2022","03/08/2022","EA H5","Snow goose","Wild bird","Hunter harvest","NWDP"
"Kansas","Barton","02/28/2022","03/08/2022","EA H5","Snow goose","Wild bird","Hunter harvest","NWDP"
"Kansas","Barton","02/28/2022","03/08/2022","EA H5","Snow goose","Wild bird","Hunter harvest","NWDP"
"Kansas","Barton","02/28/2022","03/08/2022","EA H5","Snow goose","Wild bird","Hunter harvest","NWDP"
"Indiana","Dubois","02/23/2022","03/08/2022","EA/AM H5N1","Redhead duck","Wild bird","Live bird","NWDP"
"Kentucky","Ballard","02/18/2022","03/08/2022","EA H5","Snow goose","Wild bird","Hunter harvest","NWDP"
"Kentucky","Ballard","02/18/2022","03/08/2022","EA H5","Snow goose","Wild bird","Hunter harvest","NWDP"
"Kentucky","Fulton","02/21/2022","03/08/2022","EA H5N1","Snow goose","Wild bird","Hunter harvest","NWDP"
"Kentucky","Fulton","02/21/2022","03/08/2022","EA H5","Snow goose","Wild bird","Hunter harvest","NWDP"
"Tennessee","Dyer","02/12/2022","03/08/2022","EA H5","Green-winged teal","Wild bird","Hunter harvest","NWDP"
"Tennessee","Dyer","02/12/2022","03/08/2022","EA H5","Green-winged teal","Wild bird","Hunter harvest","NWDP"
"Tennessee","Dyer","02/12/2022","03/08/2022","EA H5","Green-winged teal","Wild bird","Hunter harvest","NWDP"
"Nebraska","Lancaster","03/04/2022","03/06/2022","EA/AM H5N1","Ross's goose","Wild bird","Morbidity/Mortality","NE Dept of Ag"
